SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 8.0, MolWeight: 9.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -1.0, SAScore: 4.0, MolWeight: 7.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 7.0
SMILES: Cl, logP: 2.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C=CC[Si](C)(C=C)O[Sn](C)(C)C=C, logP: 6.0, SAScore: 8.0, MolWeight: 5.0
SMILES: CC(C)=CCCC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 4.0
SMILES: CCCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 7.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CCCCO, logP: 1.0, SAScore: 2.0, MolWeight: 7.0
SMILES: CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C, logP: 4.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CN, logP: 0.0, SAScore: 2.0, MolWeight: 9.0
SMILES: CCC(C)SSC(C)C, logP: 5.0, SAScore: 6.0, MolWeight: 8.0
SMILES: C=CCCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 6.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 8.0
SMILES: C=CCCCC=CC, logP: 4.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 7.0, MolWeight: 2.0
SMILES: C1COC[N+]N1, logP: 0.0, SAScore: 7.0, MolWeight: 3.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 3.0, SAScore: 9.0, MolWeight: 8.0
SMILES: I, logP: 1.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C=CC=CC(=C)C, logP: 3.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=C1CC/C=C(\C)CC[C@H](C2=CC[C@H](C(C)(C)O)OC2)C[C@H]1O, logP: 6.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 9.0
SMILES: C=C1CC2C=CC1C2, logP: 3.0, SAScore: 8.0, MolWeight: 4.0
SMILES: C[Sn](C)(C)Br, logP: 1.0, SAScore: 7.0, MolWeight: 1.0
SMILES: NC=O, logP: 0.0, SAScore: 4.0, MolWeight: 1.0
SMILES: CC(Cl)CCl, logP: 5.0, SAScore: 8.0, MolWeight: 8.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 2.0
SMILES: BP(=O)(OC)OC, logP: 0.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C=CC#N, logP: 1.0, SAScore: 5.0, MolWeight: 8.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 6.0, MolWeight: 8.0
SMILES: C=CCC(C)C, logP: 3.0, SAScore: 3.0, MolWeight: 2.0
SMILES: NC=O, logP: -1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CC1=CCC2CC1C2(C)C, logP: 5.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 2.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 5.0, SAScore: 9.0, MolWeight: 5.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 2.0
SMILES: c1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 5.0
SMILES: C[Sn](C)(C)Cl, logP: 1.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C=CC1CC2C=CC1C2, logP: 4.0, SAScore: 7.0, MolWeight: 3.0
SMILES: OB(O)O, logP: -2.0, SAScore: 4.0, MolWeight: 3.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=C(C)C=CC=C(C)C=CC=C(C)C=O, logP: 5.0, SAScore: 5.0, MolWeight: 5.0
SMILES: OB(O)O, logP: -2.0, SAScore: 8.0, MolWeight: 8.0
SMILES: C#C[C@@]12C=C(C#N)C(=O)C=C1[C@@]1(C)C=C(C#N)C(=O)C(C)(C)[C@@H]1CC2, logP: 3.0, SAScore: 8.0, MolWeight: 5.0
SMILES: CN=C=S, logP: 1.0, SAScore: 6.0, MolWeight: 8.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 9.0
SMILES: CC=CC, logP: 2.0, SAScore: 2.0, MolWeight: 8.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 8.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 5.0, MolWeight: 3.0
SMILES: C#CC12C=C1C(=C(C#N)C(N)=O)C[Te]1(CCCC1)C2, logP: 1.0, SAScore: 7.0, MolWeight: 5.0
SMILES: OCCO, logP: -1.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 6.0, MolWeight: 7.0
SMILES: CC#N, logP: 1.0, SAScore: 5.0, MolWeight: 4.0
SMILES: NC=O, logP: -1.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 6.0, MolWeight: 9.0
SMILES: ClC=CCl, logP: 4.0, SAScore: 5.0, MolWeight: 7.0
SMILES: C=CC(C)=CC, logP: 4.0, SAScore: 4.0, MolWeight: 5.0
SMILES: CCCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 4.0
SMILES: CC=C(C)C=C[C@H]1C[C@]23CC[C@@H]4[C@@H](CC[C@@]2(C)[C@]1(C)CC3=O)C(C)(C)[C@]4(C)CO, logP: 6.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 1.0
SMILES: CP(=O)([O-])C1=CC[NH2+]CC1, logP: -2.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C[As](C)(=O)O, logP: 0.0, SAScore: 6.0, MolWeight: 7.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 9.0, MolWeight: 9.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 5.0
SMILES: CCCCP(C)(=O)CCC, logP: 6.0, SAScore: 3.0, MolWeight: 8.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 8.0
SMILES: C=CC(C)=CC, logP: 6.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C=CC=CC=CC, logP: 3.0, SAScore: 5.0, MolWeight: 6.0
SMILES: C=CC(C)=CC, logP: 4.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=C(C)[C@H]1C[C@@H](C2=CC[C@H](C(C)(C)O)OC2)CCC1(C)C, logP: 5.0, SAScore: 7.0, MolWeight: 7.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C#CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 1.0
SMILES: CC(C=CC(=O)O)=CC=CC(C)C, logP: 6.0, SAScore: 6.0, MolWeight: 1.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -2.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C[As](=O)(O)O, logP: -2.0, SAScore: 8.0, MolWeight: 8.0
SMILES: CCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 1.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 7.0, MolWeight: 7.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 5.0
SMILES: C=CC(C)=CC, logP: 4.0, SAScore: 4.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 1.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CCCCO, logP: 1.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C[Si](C)=O, logP: 1.0, SAScore: 6.0, MolWeight: 7.0
SMILES: C#CCO, logP: 1.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC=CC=CCCCCC, logP: 6.0, SAScore: 3.0, MolWeight: 2.0
SMILES: C=C[Si](Cl)(CC)CC, logP: 5.0, SAScore: 8.0, MolWeight: 5.0
SMILES: N#CN=NC(N)=O, logP: -1.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C=C[C@@]1(C)CC[C@H](C2=CC[C@H](C(C)(C)O)OC2)C[C@@H]1C(=C)C, logP: 5.0, SAScore: 7.0, MolWeight: 4.0
SMILES: OB(O)O, logP: -2.0, SAScore: 9.0, MolWeight: 8.0
SMILES: Cc1ccccn1, logP: 1.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CC=C(Cl)Cl, logP: 3.0, SAScore: 7.0, MolWeight: 8.0
SMILES: c1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 9.0
SMILES: C=CC(C)CC, logP: 6.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCC(O)C(=O)NO, logP: -2.0, SAScore: 7.0, MolWeight: 8.0
SMILES: C=CC(C)=CC, logP: 4.0, SAScore: 4.0, MolWeight: 5.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 1.0, MolWeight: 6.0
SMILES: CC(=O)N[Si](C)OC(C)=O, logP: 0.0, SAScore: 5.0, MolWeight: 2.0
SMILES: CC1OC(OC2OC(CO)C(O)C(O)C2CO)C(O)C(O)C1O, logP: -1.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C=C[Si](C)(C)Cl, logP: 3.0, SAScore: 7.0, MolWeight: 8.0
SMILES: CCCSC(C)C, logP: 4.0, SAScore: 3.0, MolWeight: 6.0
SMILES: O=[N+]([O-])C(CO)CO, logP: -2.0, SAScore: 4.0, MolWeight: 9.0
SMILES: C=CC(CC)CCCC, logP: 6.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C=C(C)C=CC=C(C)C, logP: 4.0, SAScore: 4.0, MolWeight: 8.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 6.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C=CCC(CC)CCCC, logP: 6.0, SAScore: 3.0, MolWeight: 1.0
SMILES: COP(C)(=O)N1CCNC1=O, logP: 0.0, SAScore: 8.0, MolWeight: 6.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 1.0
SMILES: CB(O)O, logP: 0.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C=C1CC2C=CC1C2, logP: 3.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C[Sn](C)(Cl)Cl, logP: 3.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 3.0, SAScore: 8.0, MolWeight: 1.0
SMILES: OCCO, logP: -1.0, SAScore: 2.0, MolWeight: 7.0
SMILES: CCc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 8.0
SMILES: CC(C)C=CC(=O)C(C)c1ccccc1, logP: 5.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C#CCCC=CC, logP: 4.0, SAScore: 6.0, MolWeight: 2.0
SMILES: CC(=O)SSSC(C)C, logP: 5.0, SAScore: 5.0, MolWeight: 5.0
SMILES: NC=O, logP: -2.0, SAScore: 5.0, MolWeight: 5.0
SMILES: CCC(C)SSC(C)CC, logP: 5.0, SAScore: 6.0, MolWeight: 6.0
SMILES: O=C[O-], logP: -2.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CCC(C)C, logP: 3.0, SAScore: 2.0, MolWeight: 9.0
SMILES: C=CC(C)CCCC, logP: 5.0, SAScore: 3.0, MolWeight: 5.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 8.0
SMILES: C=CC(=C)C=C, logP: 3.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CCSSCC, logP: 4.0, SAScore: 4.0, MolWeight: 6.0
SMILES: C=CC=O, logP: 1.0, SAScore: 4.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 1.0, SAScore: 6.0, MolWeight: 3.0
SMILES: C=CC(C)=CC, logP: 4.0, SAScore: 6.0, MolWeight: 3.0
SMILES: C=CC=CCC(O)C=C, logP: 3.0, SAScore: 6.0, MolWeight: 1.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -2.0, SAScore: 4.0, MolWeight: 3.0
SMILES: NC=O, logP: -1.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 3.0
SMILES: CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 5.0
SMILES: CCCSP(=O)(OCC)OCC, logP: 5.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(C)=CC(=C)C, logP: 4.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 2.0
SMILES: C=C(Cl)CCl, logP: 4.0, SAScore: 5.0, MolWeight: 8.0
SMILES: CC=CCC=CC(C)Cc1ccccc1, logP: 6.0, SAScore: 9.0, MolWeight: 7.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -1.0, SAScore: 4.0, MolWeight: 3.0
SMILES: CCCO, logP: 1.0, SAScore: 2.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 6.0
SMILES: C=CC=CC(=C)C, logP: 3.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 8.0
SMILES: C[Sn](C)(C)Cl, logP: 2.0, SAScore: 6.0, MolWeight: 2.0
SMILES: C[Si](C)=O, logP: 1.0, SAScore: 6.0, MolWeight: 2.0
SMILES: Cc1ccccc1, logP: 2.0, SAScore: 1.0, MolWeight: 8.0
SMILES: O[C@@H]1C[Se]C[C@H]1O, logP: 0.0, SAScore: 7.0, MolWeight: 2.0
SMILES: CC=CC=CC(C)C=CC1=CC(=O)OC1=O, logP: 3.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C=CB(C)O, logP: 0.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C=CB(C)O, logP: 0.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 9.0
SMILES: NCCO, logP: -2.0, SAScore: 4.0, MolWeight: 3.0
SMILES: NC=O, logP: -2.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C[Sn](C)(C)O, logP: 0.0, SAScore: 9.0, MolWeight: 5.0
SMILES: C=C=C=C=C=C=CC=C=CC=CC=C=[N+]C, logP: 5.0, SAScore: 8.0, MolWeight: 6.0
SMILES: CC[Sn](C)(Cl)CC, logP: 4.0, SAScore: 6.0, MolWeight: 2.0
SMILES: CC(Cl)CCl, logP: 5.0, SAScore: 9.0, MolWeight: 3.0
SMILES: OCC(CO)(CO)CO, logP: -2.0, SAScore: 5.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 6.0, MolWeight: 5.0
SMILES: OB(O)O, logP: -2.0, SAScore: 9.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 9.0, MolWeight: 7.0
SMILES: CCCCCCC=CC(C)C, logP: 6.0, SAScore: 3.0, MolWeight: 1.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 6.0
SMILES: OCC(O)CO, logP: -2.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 2.0
SMILES: CCCO, logP: 1.0, SAScore: 2.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 8.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -2.0, SAScore: 6.0, MolWeight: 4.0
SMILES: CCC(C)SSC(C)CC, logP: 5.0, SAScore: 4.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 2.0
SMILES: C=CCC(CC)CCCC, logP: 6.0, SAScore: 3.0, MolWeight: 2.0
SMILES: N[C@@H](CS)C(=O)O, logP: -2.0, SAScore: 3.0, MolWeight: 6.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 4.0
SMILES: CC(C)=CC=CC(C)C, logP: 4.0, SAScore: 5.0, MolWeight: 9.0
SMILES: C=CCC(Cl)=CC, logP: 5.0, SAScore: 9.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 6.0, MolWeight: 6.0
SMILES: C=CB(C)O, logP: 1.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C=C=O, logP: 0.0, SAScore: 4.0, MolWeight: 5.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 4.0
SMILES: CC=C1C(O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C, logP: 5.0, SAScore: 9.0, MolWeight: 4.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C=CC(CC)CCCC, logP: 5.0, SAScore: 3.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCC(C(=O)NOS(=O)(=O)O)C(O)O, logP: -2.0, SAScore: 7.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 7.0, MolWeight: 6.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 6.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 1.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C=C[Si](C)(C)O, logP: 2.0, SAScore: 6.0, MolWeight: 2.0
SMILES: C=CCCC(C)CCC, logP: 5.0, SAScore: 3.0, MolWeight: 1.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 8.0, MolWeight: 1.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 7.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 7.0
SMILES: CC=CCCCC=CC(C)Cc1cc(O)cc(O)c1, logP: 5.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=[N-], logP: -1.0, SAScore: 8.0, MolWeight: 2.0
SMILES: C=CCCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 5.0
SMILES: Sc1ccccc1, logP: 3.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC(C)=CC, logP: 6.0, SAScore: 7.0, MolWeight: 9.0
SMILES: c1ccc(CNc2ccccc2)cc1, logP: 3.0, SAScore: 8.0, MolWeight: 2.0
SMILES: CCSSCC, logP: 4.0, SAScore: 4.0, MolWeight: 5.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 5.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 1.0, MolWeight: 4.0
SMILES: CC(C)CCC1(CCC(C)O)CC2=CC[C@H](C(C)(C)O)C21, logP: 6.0, SAScore: 8.0, MolWeight: 2.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C[As](C)(=O)O, logP: 0.0, SAScore: 6.0, MolWeight: 6.0
SMILES: C=CC=CC#N, logP: 2.0, SAScore: 5.0, MolWeight: 8.0
SMILES: C#CC#N, logP: 1.0, SAScore: 6.0, MolWeight: 8.0
SMILES: ClC=CCCl, logP: 3.0, SAScore: 3.0, MolWeight: 8.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 9.0
SMILES: CCC(C)C, logP: 3.0, SAScore: 2.0, MolWeight: 6.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: -1.0, SAScore: 8.0, MolWeight: 7.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 8.0
SMILES: CC(C)=CCC=C(C)C, logP: 5.0, SAScore: 5.0, MolWeight: 8.0
SMILES: CP(=O)(O)N1CCN(C(N)=O)CC1, logP: -2.0, SAScore: 7.0, MolWeight: 1.0
SMILES: CCC(C)SSC(C)C, logP: 5.0, SAScore: 4.0, MolWeight: 5.0
SMILES: C=C(Cl)Cl, logP: 3.0, SAScore: 4.0, MolWeight: 6.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 8.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 6.0, MolWeight: 8.0
SMILES: C[As](=O)O[Si](C)(C)C, logP: 2.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 1.0, SAScore: 9.0, MolWeight: 4.0
SMILES: NC=O, logP: -2.0, SAScore: 5.0, MolWeight: 4.0
SMILES: CC(Cl)CCl, logP: 5.0, SAScore: 6.0, MolWeight: 3.0
SMILES: ClC=CCl, logP: 3.0, SAScore: 4.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=C(C)C=CC=C(C)C=O, logP: 3.0, SAScore: 4.0, MolWeight: 1.0
SMILES: CCC(C)SSC(C)CC, logP: 5.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C=CC(CC)CCC, logP: 6.0, SAScore: 5.0, MolWeight: 9.0
SMILES: C#CC1(C#C)C=CC(=O)CC1, logP: 1.0, SAScore: 6.0, MolWeight: 1.0
SMILES: C=C(Cl)Cl, logP: 3.0, SAScore: 5.0, MolWeight: 9.0
SMILES: C=CC(C)=CC(=C)C, logP: 4.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 7.0, MolWeight: 9.0
SMILES: C=CCCl, logP: 3.0, SAScore: 4.0, MolWeight: 5.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 6.0
SMILES: CC=CCC#N, logP: 3.0, SAScore: 5.0, MolWeight: 6.0
SMILES: C=[Si][Si]=O, logP: 1.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CC(C)=CCCC(C)C, logP: 6.0, SAScore: 7.0, MolWeight: 3.0
SMILES: NC=S, logP: -1.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 5.0, MolWeight: 1.0
SMILES: CC(C)(C)S, logP: 3.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NC(=O)NCO, logP: -2.0, SAScore: 3.0, MolWeight: 2.0
SMILES: O=S1(=O)CCCO1, logP: -1.0, SAScore: 6.0, MolWeight: 3.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 6.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 7.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -1.0, SAScore: 4.0, MolWeight: 2.0
SMILES: C=C(C)C=CC=C(C)C=CC=C(C)C=O, logP: 5.0, SAScore: 6.0, MolWeight: 9.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 8.0, MolWeight: 9.0
SMILES: CCC, logP: 1.0, SAScore: 2.0, MolWeight: 7.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 7.0
SMILES: CC(Cl)CCl, logP: 4.0, SAScore: 6.0, MolWeight: 3.0
SMILES: Nc1nonc1C(=O)NNC=O, logP: -2.0, SAScore: 5.0, MolWeight: 2.0
SMILES: ClC=CCl, logP: 5.0, SAScore: 6.0, MolWeight: 7.0
SMILES: CCCCCCCCCC, logP: 5.0, SAScore: 1.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 0.0, SAScore: 7.0, MolWeight: 1.0
SMILES: CCC=CCCC, logP: 3.0, SAScore: 3.0, MolWeight: 1.0
SMILES: C=CC=CCCCCC, logP: 6.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO[As](C)(=O)OC, logP: -2.0, SAScore: 6.0, MolWeight: 6.0
SMILES: C#CC1(C#C)C=CCC1, logP: 1.0, SAScore: 5.0, MolWeight: 3.0
SMILES: ClP(Cl)Cl, logP: 4.0, SAScore: 9.0, MolWeight: 4.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 9.0
SMILES: C#CCCC=CC, logP: 3.0, SAScore: 6.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=CCCCC=CCC, logP: 5.0, SAScore: 6.0, MolWeight: 3.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 6.0
SMILES: Cl[Si](Cl)n1cncn1, logP: 0.0, SAScore: 9.0, MolWeight: 5.0
SMILES: C=C[C@@]1(C)CC[C@H](C2=CC[C@H](C(C)(C)O)OC2)C[C@@H]1C(=C)C, logP: 5.0, SAScore: 8.0, MolWeight: 2.0
SMILES: CC=C(C)C=CC=C(C)C, logP: 5.0, SAScore: 5.0, MolWeight: 8.0
SMILES: CCC(C)=O, logP: 1.0, SAScore: 2.0, MolWeight: 6.0
SMILES: CC=C(Cl)CCl, logP: 4.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C1=CC=[Si]C=C1, logP: 1.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 6.0, MolWeight: 9.0
SMILES: C=CCC(C)C, logP: 3.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C[As](C)(=O)O, logP: 1.0, SAScore: 6.0, MolWeight: 9.0
