SMILES: C/C=C(\C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/CC/C(C)=C/C(O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 5.0, SAScore: 5.0, MolWeight: N/A
SMILES: C=C(C)[C@@H](CC=C(C)C)C[C@@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O, logP: 6.0, SAScore: 9.0, MolWeight: N/A
SMILES: C=C(C)[C@@H](C)CC[C@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O, logP: 6.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC(C)C[C@H](NC(=O)[C@@H](O)C[C@H](N)CN)C(N)=O, logP: -1.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 1.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)O[C@H](/C(=C(/O)C(=O)O)c3ccccc3)C[C@@H]21, logP: 0.0, SAScore: 9.0, MolWeight: N/A
SMILES: COc1ccc2c(c1)nc(/C=[N+](\[O-])C(C)(C)C)n2C, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc(C[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O, logP: -1.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)cc1, logP: 4.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12OC(=O)[C@]3(O)C[C@H](O1)c1c(cc(O)c(C)c1O)[C@]23C, logP: 3.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CS)C(=O)O)[C@@H](C)O, logP: -1.0, SAScore: 9.0, MolWeight: N/A
SMILES: C=C[C@](C)(O)C[C@@H](O)/C=C(\C)[C@@H](O)CC=C(C)C, logP: 1.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC(C)(C)c1cc(CCN[C@H]2CC[C@H](NC(=O)[C@@H](N)CCc3ccc(O)c(O)c3)CC2)cc(C(C)(C)C)c1O, logP: -2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC=C1COC(=O)[C@]2(C)CCC3=C(C(C)C)C(=O)[C@@]3(C)CC[C@H]2C1=O, logP: 4.0, SAScore: 7.0, MolWeight: N/A
SMILES: COC[C@]12CN(C)C3[C@@H]4[C@H](OC)[C@H]1[C@@]3([C@@H](OC)C[C@H]2O)[C@]1(O)C[C@@]2(O)[C@H](OC(=O)c3ccccc3)[C@@H]1[C@]4(O)[C@@H](O)[C@@H]2OC, logP: 2.0, SAScore: 9.0, MolWeight: N/A
SMILES: CCCCCCCCCCCCc1ccccc1, logP: 6.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](COC(=O)c3cc(O)c(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(C)(C)CCC[C@@]12C, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)O[C@H](/C(=C(/O)C(=O)O)c3ccccc3)C[C@@H]21, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: C[C@H](O)C(=O)Nc1cccc(O)c1, logP: 1.0, SAScore: 1.0, MolWeight: N/A
SMILES: Cc1ccc(CN2CCN(CC3c4c(C)c(O)c(C)c(C)c4OC3(C)C)CC2)cc1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)CC[Se]c1ccc(N)cc1, logP: 0.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@]1(O)C[C@@H](O)[C@@H](OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1, logP: 1.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC(C)[C@@H]1CC[C@@H](C)C[C@@]12N(C)C(=O)[C@@H]1[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3ON12, logP: 2.0, SAScore: 7.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=CC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 5.0, SAScore: 6.0, MolWeight: N/A
SMILES: C=C[C@H](O)[C@H](O)/C=C/CCCCCCCCC(=O)OC[C@H]1O[C@@H](Oc2cc(C)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O, logP: -2.0, SAScore: 5.0, MolWeight: N/A
SMILES: COc1cc([C@H](OC)[C@H](COC(=O)c2ccc(O)cc2)Oc2ccc(/C=C/COC(=O)c3ccc(O)cc3)cc2OC)ccc1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1ccc2cc([C@H](C)C(=O)OCCC3(C)Cc4c(C)c(O)c(C)c(C)c4O3)ccc2c1, logP: 5.0, SAScore: 5.0, MolWeight: N/A
SMILES: COc1cc(C[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(C(C)C)c2)ccc1O, logP: -2.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC(C)CC(O)(CO)C(=O)O[C@@H]1CC[C@H](C)[C@@]2(C)C=C([C@H](C)CO)C(=O)C=C12, logP: 3.0, SAScore: 6.0, MolWeight: N/A
SMILES: CCC12CN3CC(C(C)C)(CN(C1)C31C(=O)Nc3ccccc31)C2=O, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)c(C)c1, logP: 5.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -1.0, SAScore: 8.0, MolWeight: N/A
SMILES: CCN1C[C@]2(C)CC[C@H](OC)[C@]34C1[C@H]([C@@H](O)[C@H]23)[C@@]1(O)CC[C@H]2C[C@@H]4[C@@H]1C(=O)O2, logP: 1.0, SAScore: 8.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 4.0, SAScore: 8.0, MolWeight: N/A
SMILES: CC(C)[C@@H](O)C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C, logP: 4.0, SAScore: 8.0, MolWeight: N/A
SMILES: COc1cc([C@H]2N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)O)Cc3c2[nH]c2ccccc32)ccc1O, logP: -1.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1ccc(N2C(=O)[C@H]3[C@H](ON4[C@@H]3C(=O)N(C)[C@@]43C[C@H](C)CC[C@H]3C(C)C)C2=O)c(C)c1, logP: 4.0, SAScore: 9.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)N[C@H](Cc1ccc(O)c(O)c1)C(=O)OC)NC(C)=O, logP: -2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)N(C)[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@H]3[C@]12C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)C[C@@H]1NC(=O)[C@H](CC(=O)O)NC1=O, logP: 0.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)O[C@H]1[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)O[C@H](C)[C@@H](O)[C@@H]1O, logP: -2.0, SAScore: 8.0, MolWeight: N/A
SMILES: CC(=O)c1ccc(O)cc1, logP: 2.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC(=O)c1ccc(CCN(C(=O)NCCN)C(C)(C)C)cc1, logP: -1.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/CC/C(C)=C/C(O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 5.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCN1C[C@]2(C)CC[C@H](OC)[C@]34C1[C@@](C)([C@@H](OC)[C@H]23)[C@@]1(O)CC[C@H]2C[C@@H]4C1(O)C(=O)O2, logP: 0.0, SAScore: 9.0, MolWeight: N/A
SMILES: COc1cccc(NC(=O)[C@H](C)O)c1, logP: 1.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)CC(=O)OC[C@H]1O[C@@H](NC(=S)N/N=C/c2cc(C)c(O)c(C)c2O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O, logP: 1.0, SAScore: 5.0, MolWeight: N/A
SMILES: CCC1(C)CCCC2(C)C3C(=O)CC4CC(=O)CCC4(C)C3C(=O)CC12, logP: 4.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@@]1(O)C[C@@H](O)[C@H](OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1, logP: 1.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)[O-])[C@H]1/C=C/c1cc(C(=O)[O-])c[n+](CCCC(=O)O)c1, logP: -1.0, SAScore: 7.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC(C)=CCc1cc(CC(C)C)c(O)c(CC=C(C)C)c1O, logP: -2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=CCc1cc(OC)c(O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1, logP: -2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCc1c(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(O)c(O)c1CC=C(C)C, logP: 5.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(OC)c(O)cc3oc12, logP: 5.0, SAScore: 3.0, MolWeight: N/A
SMILES: CN(C)CCOC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: -2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 5.0, SAScore: 6.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1[nH]c2ccc(C[C@@H](Cl)C(C)(C)O)cc2c1/C=C1\NC(=O)[C@H](C)NC1=O, logP: 4.0, SAScore: 7.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)Cc1cc(C)c(O)c(C)c1O, logP: 0.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCCCCCCCCCCCCc1ccccc1, logP: 6.0, SAScore: 1.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1/C=C/c1cc(C(=O)[O-])c[n+](CC)c1, logP: -1.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(C)=O, logP: 2.0, SAScore: 5.0, MolWeight: N/A
SMILES: COc1cc([C@H](OC)[C@H](COC(=O)c2ccc(O)cc2)Oc2ccc(/C=C/COC(=O)c3ccc(O)cc3)cc2OC)ccc1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 7.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]21C=C(C(=O)c2ccc(O)c(OC)c2)C(=O)O1, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)[C@H](CS)NC(=O)C(C)(C)S, logP: -1.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CC1=C2C(O)C(C)CC(O)C2(C=C(C)c2ccc(O)cc2)C=CC(=O)OC(C)CCCC(C)O1, logP: 6.0, SAScore: 8.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](N)CC(=O)NCCOc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1, logP: 0.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)CNC(=O)CCc1ccc(O)c(O)c1, logP: 0.0, SAScore: 2.0, MolWeight: N/A
SMILES: C=C(C)C(O)CC/C(C)=C/CC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1, logP: 6.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC(C)c1cc2c(c(O)c1O)[C@@]1(C=O)CCCC(C)(C)[C@@H]1CC2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc([C@@H]2c3c(cc(OC)c(O)c3OC)C[C@H](CO)[C@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: CCCCc1ccc(-c2c(C)[nH]c(=O)n2Cc2ccccc2)cc1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCCCCCCCCCCc1ccccc1, logP: 6.0, SAScore: 1.0, MolWeight: N/A
SMILES: Cc1cc(S(C)(=O)=O)c(O)c(C)c1O, logP: 1.0, SAScore: 3.0, MolWeight: N/A
SMILES: C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O, logP: -1.0, SAScore: 6.0, MolWeight: N/A
SMILES: O=C1O[C@@H]2O[C@@H]3COC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)O[C@H]3[C@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H]2OC(=O)c2cc(Oc3c(C(=O)O[C@H]4[C@H](OC(=O)c5cc(O)c(O)c(O)c5)O[C@H](CO)[C@@H](O)[C@@H]4OC(=O)c4cc(O)c(O)c(O)c4)cc(O)c(O)c3O)c(O)c(O)c2Oc2cc1cc(O)c2O, logP: 5.0, SAScore: 9.0, MolWeight: N/A
SMILES: COc1cc([C@@H]2c3c(cc(OC)c(O)c3OC)C[C@H](CO)[C@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CCCCNC(=O)COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1)C(=O)O, logP: -1.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)cc1, logP: 4.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H](C1=CC[C@H](O)[C@H](O)C1)[C@@H](C)O, logP: -1.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)[C@]12C[C@@H](O)[C@@H](O)[C@H](O1)[C@@H](COC(=O)/C=C/c1ccc(O)c(O)c1)O2, logP: 1.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 1.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)NCCc1cn(C2=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C2=O)c2ccccc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O, logP: -1.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@]12C[C@@H](O)[C@@H](O)[C@H](O1)[C@@H](COC(=O)/C=C/c1ccc(O)c(O)c1)O2, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC(C)(C)NCC(N)(Cc1ccc(O)c(O)c1)C(=O)O, logP: -2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCCc1ccc(CC)cc1CC, logP: 5.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)C(Cc1ccc(O)c(O)c1)NC(=O)[C@H](CS)NC(=O)C(C)(C)S, logP: -1.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C1(C)C)O2, logP: 3.0, SAScore: 5.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: N/A
SMILES: C=C[C@H]1C[C@@]23C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c4ccc(O)c(O)c4)=C2OC1(C)C)C3=O, logP: 6.0, SAScore: 9.0, MolWeight: N/A
SMILES: C=C(C)[C@@H](C)C[C@]12C[C@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O, logP: 6.0, SAScore: 9.0, MolWeight: N/A
SMILES: CCCCCCCCCCCCCc1ccccc1, logP: 6.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 6.0, SAScore: 8.0, MolWeight: N/A
SMILES: CC(C)C[C@@H]1NC(=O)[C@H](CCCCN)NC1=O, logP: 0.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C(=O)N2/C(=N/Cc3ccccc3)[Se]/C(=C/I)C[C@H]12, logP: 4.0, SAScore: 5.0, MolWeight: N/A
SMILES: C=C(C)[C@@H](C)C[C@]12C[C@H](CC=C(C)C)C(C)(C)[C@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O, logP: 6.0, SAScore: 8.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CCCCNC(=O)COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1)C(=O)O, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O, logP: 3.0, SAScore: 6.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(=O)NO)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)NO, logP: -2.0, SAScore: 8.0, MolWeight: N/A
SMILES: C[C@H](O)[C@H](C)C1=C[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 1.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)cc1, logP: 4.0, SAScore: 1.0, MolWeight: N/A
SMILES: CCN1C[C@]2(C)CC[C@H](OC)[C@]34C1[C@H]([C@@H](O)[C@H]23)[C@@]1(O)CC[C@H]2C[C@@H]4[C@@H]1C(=O)O2, logP: 1.0, SAScore: 8.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4c(n(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)c5ccccc45)[C@H]3C[C@H]21, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: CCCC1(CC)OC(=O)[C@]2(C[C@@H](O)[C@H](O)[C@H](OC(=O)/C=C/c3ccc(O)c(O)c3)C2)O1, logP: 3.0, SAScore: 8.0, MolWeight: N/A
SMILES: COc1cc(C)c(C2=NOC(C)(C)O2)c(O)c1C(=O)/C=C/c1ccc(C)c(F)c1, logP: 5.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc(C[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O, logP: -1.0, SAScore: 5.0, MolWeight: N/A
SMILES: CC(=O)Nc1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: N/A
SMILES: Cc1oc2c(C)c3oc(=O)cc(C)c3cc2c1/C=C/C(=O)O, logP: 3.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)CNC(=O)CCC(=O)NO, logP: -2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]21C=C(C(=O)c2ccc(O)c(OC)c2)C(=O)O1, logP: -1.0, SAScore: 7.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1O, logP: 1.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]21C=C(C(=O)c2ccc(O)c(OC)c2)C(=O)O1, logP: 0.0, SAScore: 6.0, MolWeight: N/A
SMILES: COc1cccc(CNC(=O)CC[C@H](NC(C)=O)C(=O)O)c1, logP: -1.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(=O)NO)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)NO, logP: -2.0, SAScore: 8.0, MolWeight: N/A
SMILES: COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@@]21C=C(C(=O)c2ccc(O)c(OC)c2)C(=O)O1, logP: -1.0, SAScore: 6.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)C1CCCN1C(=O)C(C)c1ccc(C)cc1, logP: -1.0, SAScore: 4.0, MolWeight: N/A
