SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=CNCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=C(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC(C)=O, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCCN, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NC=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)CC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C#N, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCCCN, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=CCC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: N#CCC#N, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C#N, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C1COCO1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CN(C)C, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C#N, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCCN, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)CF, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COCC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC1CO1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C#N, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(Cl)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C#CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC(=C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CN1CCOCC1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)(N)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: ClCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C1CCCCC1, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC1CC(=O)NO1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C#N, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C1OCCO1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: ClCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCNO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCN, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=C(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: N#CCC#N, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: Nc1ccccc1, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCS, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CN(C)C, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CN(C)C, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CN(C)C, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCS, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COC(C)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(=O)OCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COCC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)C=CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC=C(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCCN, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCCl, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: COS(C)(=O)=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)(C)OC=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NNCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC=CCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCC(C)=O, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C[N+](=O)[O-], logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCC(C)=O, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=CC=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COC=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CN(C)C, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCNO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COC(C)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
