SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCS)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)/C=C/c1cc(O)c(C=O)c(O)c1C, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\c1c(C)c(O)cc2c1[nH]c1c(O)ccc(C)c12)CCC(C)C, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(OC)c(O)cc3oc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)=CC(C=O)[C@@H]1C(=O)C(C)=C[C@H]1C/C(C)=C/CC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCN(CCCCCCNC(=O)CCCCC1CCSS1)Cc1ccccc1OC, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)Cc1cn(C2=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C2=O)c2ccccc12, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C(C)(C)C1)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)CCc2ccccc2)c(C)c1O, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)C1=C(C)NC(=S)NC1c1cc(C)c(O)c(O)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCC[C@@H](O)C[C@H]1OC(=O)c2c(cc(OC)c(OC)c2O)[C@H]1O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)cc(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c2ccccc2c1OC(=O)CCC(=O)O, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/Cc1c(O)cc(O)cc1O)CCCC(C)(C)O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)=C[C@@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)C1CCCN1C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1ccc(C(=O)Oc2c(C)cc(C)c(O)c2C)cc1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](N)CCCNC(=N)NC(=O)COc1ccc(C2=NC(C)(C)C(C)(C)N2O)cc1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2cccc(F)c2)c(C)c1O, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)CSP(=O)(OCC)OC(C)C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)[C@@H]1CC(=O)c2sccc2[C@H]1c1cc(C)cc(OC)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCN1CCc2c([nH]c3ccc(CC)cc23)C1c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccc(F)cc2)c(C)c1O, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CO[C@@H](c1ccc(O)c(O)c1)[C@H](O)Cc1cc(O)c(O)c(O)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCCCCCCCCCCCCCCC1=C(O)C(=O)C=C(NCCCC(=O)O)C1=O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1c(C)c(C)c2c(c1C)CCC(C)(/C=[N+](\[O-])C(C)(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C=C(/C)C(=O)OCc1c(C(C)=O)c(O)c(OC)c2c1[C@@H](C)CC=C2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCC(CC)c1cccc(C(C)C)c1NC(=O)c1cccc(OC)c1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)(C)c1cc(CC(CO)NCCS)cc(C(C)(C)C)c1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCN(CCCNC(=O)COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)=CC(O)C/C(C)=C/CC/C(C)=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1ccc2cc(C(C)C(=O)N3CCCC3C(=O)NCCS)ccc2c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)Cc1cc(O)cc2oc(-c3cc(O)c(O)c(O)c3)cc(=O)c12, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\Cc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O)CCCC(C)(C)O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)[C@@H]1CC(=O)c2sccc2[C@H]1c1cc(C)cc(OC)c1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cc(CC=C(C)C)cc2c1/C=c1\[nH]c(=O)c(=C)[nH]c1=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=NCCC1(C)Oc2cc(C)c(O)cc2C1=O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)Cc1cc(O)cc2oc(-c3cc(O)c(O)c(O)c3)cc(=O)c12, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C(CS(C)(=O)=O)C(=O)NCC1CCCN(C2Cc3ccccc3C2)C1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)c1c(C)c2c(c(C)c1O)OC(C)(/C=[N+](\[O-])C(C)(C)C)CC2, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@]12Cc3c([nH]c4ccccc34)[C@@H](c3ccc(C)cc3)N1[C@@H]1c3c(ccc4ccccc34)OC[C@@H]1C2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(OC)c(O)c(CN(C)C)c3oc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C(Cc1ccc(O)c(O)c1)C(C)C, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc([C@H]2C[C@H]3CC[C@@H]2C3)n(O)c(=O)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc(CCCc2cc(OC)c(OC)cc2OC)cc(OC)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)O[C@H](C)CC(=O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)C[C@@H](C)OC(C)=O)c(O)c1-c1ccc(O)cc1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1ccc(CCCNC(=O)c2cc(C)c(O)c(C(C)C)c2)cc1C, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)c1c(O)c(C)c2oc3c(C)c(O)c(C(=O)C(C)C)c(O)c3c2c1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc([C@H](O)[C@@H](CO)Oc2ccc([C@@H](O)[C@H](O)CO)cc2OC)ccc1O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(O)c(C(=O)C(C)C)c(O)c2c1oc1c(C)c(O)c(C(=O)C(C)C)c(O)c12, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)c1cc2c(c(O)c1O)[C@@]1(C=O)CCCC(C)(C)[C@@H]1CC2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOC(=O)[C@@H]1CC(=O)c2sccc2[C@H]1c1cc(C)cc(OC)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](N)CC(=O)NCCOc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
