SMILES	 logP	 SAScore
 CC1(C)N([O])C(c2ccc([N+](=O)[O-])cc2)=[N+]([O-])C1(C)C	2	4
 CC(=O)CCC1(C)C(=O)OCc2c1[nH]c1ccccc21	2	3
 CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3	4	3
 O=C(/C=C/c1ccc(Cl)cc1)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1	6	2
 COc1ccc2cc(C(C)C(=O)OCC3(C)CCc4c(C)c(O)c(C)c(C)c4O3)ccc2c1	6	4
 COc1ccc(C2CC(c3ccc4c(c3)OCO4)=Cc3n[nH]c(O)c32)cc1	4	3
 CN1C(=O)C2C(c3ccccc3)NN(Cc3ccccc3)C2C1=O	2	3
 COc1cc2c(cc1O)CCC(C)(CC(=O)N1CCC[C@H]1C(=O)O)O2	2	3
 CC(C)(C)COC(=O)C=Cc1ccccc1CNC(=O)c1ccc2nc[nH]c2c1	4	3
 COc1ccc(C2C(C(=O)OC(C)(C)C)N3N=Cc4ccccc4C3C23C(=O)c2ccccc2C3=O)cc1	4	4
 O=C(Cc1noc2ccccc12)NNC(=S)Nc1ccccc1	2	2
 COC(=O)[C@H](CSCc1ccccc1)NC(=O)C(Cc1ccc(OC(C)=O)c(OC(C)=O)c1)OC(C)=O	2	3
 CC(=O)OC[C@H]1O[C@@H](NC(=S)N/N=C/c2ccc(C)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O	2	4
 O=C(NO)c1cn(Cc2ccc(O)cc2)c2ccccc2c1=O	2	2
 CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1	6	3
 COc1ccc([C@@H]2C[C@@H](O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(C)c3O2)cc1	4	4
 COc1ccc(/C=C/C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC	4	2
 Cc1cccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1C	4	3
 COc1ccc(C2Nc3ccccc3NC3=C2C(=O)CC(C)(C)C3)cc1O	4	3
 CC(C)=CCC1=C(O)C(C(=O)CC(C)C)=C(O)C(O)(CC=C(C)C)C1=O	6	4
 COC(=O)C1=C(C)NC(=S)NC1C=Cc1ccccc1	2	3
 Cc1ccc2[nH]c(-c3ccccc3)c(C3C=C(c4ccccc4)Oc4[nH]c(=O)nc(N)c43)c2c1	6	3
 Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(O)(C(F)(F)F)/C2=N/O)cc1	2	3
 CC(=CC1CCC(C)C2CCC(C)=C12)C(=O)O	4	4
 COc1cc(/C=C/C(=O)O[C@@H]2CC[C@H](CCCCCCCCCCC(=O)O)[C@@H]2C)ccc1O	4	4
 Cc1ccc(-c2csc(N/N=C/c3ccc(Cl)cc3Cl)n2)cc1	6	2
 COc1cc(NC(C)CCCNC(=O)NCCCCCO)c2ncccc2c1	2	3
 COc1ccc2[nH]cc(CCNC(C)=O)c2c1	2	2
 Cc1ccccc1CN(C(=O)c1ccc(C(=O)Nc2ccc(Cl)cn2)cc1)c1ccccc1	6	2
 c1ccc(-c2cc(-n3ccnc3)nc(-c3ccccc3)n2)cc1	4	2
 COc1ccc(C)cc1C(=O)C1CCCN(S(=O)(=O)N2CCC3(CC2)OCCO3)C1	2	3
 COc1ccc(NC(=O)c2ccccc2Sc2ccccc2C(=O)O)cc1	6	2
 Cc1ccc(O)c(C(C)C)c1NC(=O)CSC1=NC(=O)N(C)C1=O	4	3
 CCCC(C)Oc1cc(/C=C/C(=O)NCCCc2ccc(C)c(C)c2)cc(OC(CC)CC)c1O	6	3
 O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1	6	2
 COc1ccc(Cc2c(-c3ccc(Cl)cc3)nc3ccc(Cl)cn23)cc1	6	2
 COc1ccc(CC(=O)Nc2ccc3c(c2)C(=O)N(CCC(=O)O)C3=O)cc1	2	2
 Cc1cccc(N(C)C(=S)Oc2cccc3ccccc23)c1	6	2
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2	2	3
 O=C(NN=Cc1ccc(O)cc1)c1ccc(-c2nc3ccccc3[nH]2)cc1	4	2
 COc1ncccc1C(=O)Nc1ccc(NC2CCN(Cc3ccc(Oc4ccccc4)cc3)CC2)cc1	6	2
 COc1ccc(-c2c(C)c3ccccc3o/c2=N/Nc2ccccc2)cc1	6	2
 Cc1cc(S(=O)(=O)NC2CC(C)(C)NC(C)(C(=O)O)C2)c(C)c(Cl)c1O	2	3
 Cc1ccc(C(N)=NOC(=O)c2cccs2)cc1	2	2
 COc1cc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Nc2cccc(O)c2)ccc1O	4	3
 CC(C(=O)NOCc1ccccc1)c1cccc(C(OC(=O)NOCc2ccccc2)c2ccccc2)c1	6	3
 O=C(O)c1ccc(NC(=O)c2cc(Sc3ccc(F)cc3)c(O)c3ccccc23)cc1	6	2
 Cc1ccc(-c2cc(-c3ccccc3)nc(SCC(=O)O)n2)cc1	4	2
 COc1cc(/C=C/C(=O)N2CCCCC2=O)cc(OC)c1OC	2	2
 C#CC1(O)CCC2C3CCc4cc(OC5CCCCC5)ccc4C3CCC21C	6	4
 COc1cc(C(=O)Nc2sc3c(c2C#N)CCC(C)C3)cc(OC)c1OC	4	3
 CC(C)CC1(C)NC(=O)N(CC(=O)Nc2ccc3c(c2)OCCO3)C1=O	2	3
 COc1cc(NC(C)CCCNC(=O)NNC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncccc2c1	6	3
 CCOc1cccc(C(=O)NNC(=O)Cc2ccccn2)c1OCC	2	2
 O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	2	2
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2	2	3
 O=C(CC(=O)c1ccc(Cl)cc1Cl)c1ccc(Nc2ccc([N+](=O)[O-])cc2Cl)cc1	6	2
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2	2	3
 N/C(=N\O)C1CC(c2ccc(O)cc2)=NN1c1ccccc1	2	3
 CC(C)=CCc1c(O)c(CN2CCOCC2)c2oc3c(CN4CCOCC4)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O	6	4
 CCN1C(=O)C2C(C1=O)C(c1ccc(OC)cc1)N1C(=O)c3ccccc3NC(=O)C21	2	4
 COc1ccc(-c2ccc3cc(C(=O)Nc4ccc(OC)cc4OC)ccc3c2)cc1	6	2
 CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O	4	4
 Cc1ccc(C2CNN=C2S(=O)(=O)CC2=NCCS2)cc1	2	4
 COc1cccc(CN2CCN(CCCN3C(=O)CCC3(C)C)C(CCO)C2)c1	2	3
 O=C(C=Cc1ccccn1)c1ccc(CN2CCOCC2)cc1	2	2
 COc1cc(C2Oc3cc(-c4oc5cc(OCC=C(C)C)cc(O)c5c(=O)c4O)ccc3OC2CO)ccc1OCC=C(C)C	6	4
 CC(=O)Oc1c(OC(=O)C[C@@H](C)O)c(-c2ccc(O)cc2)c(OC(C)=O)c(OC(=O)C[C@@H](C)O)c1-c1ccc(O)cc1	4	4
 C=CCCC(=O)NC1CC(C)(C)Cc2c1cnn2-c1ccc(F)cc1	4	3
 CC(=O)[C@H]1[C@H](OCC(C)O)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	4	4
 CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1	6	3
 COc1cc(C2Oc3cc(-c4oc5cc(OCC=C(C)C)cc(O)c5c(=O)c4O)ccc3OC2CO)ccc1OCC=C(C)C	6	4
 CCCCCCCCCCCCC(=O)OCCO	4	2
 CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)S(=O)(=O)c1ccc2c(c1)OCCCO2	2	4
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)N(O)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 O=c1cc(-c2ccccc2F)oc2c1ccc1ccccc12	4	2
 CC1(C)C(=O)N(Br)C(=O)N1Br	2	4
 COC(=O)C1=CC(C(=O)OC)C2C3=C(C(=O)C2(C)C)C(C)n2c(=O)n(-c4ccccc4)c(=O)n2C3C1	2	4
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)c2cccc(Cl)c2)ccc1O	4	4
 CCOc1ccc(C(=C(C)c2ccc(OC)cc2)c2ccc(OCC(=O)O)cc2)cc1	6	2
 C/C(=N\Nc1ccc(F)cc1)c1cc2c(C)cc(=O)oc2c(/C(C)=N/Nc2ccc(F)cc2)c1O	6	3
 CC1=C2C(=O)Nc3c(Cl)cccc3C2NC(=O)N1C	2	4
 O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl	2	4
 O=c1[nH]c(=S)[nH]c2c1C(c1ccccc1)Nc1cc3c(cc1-2)NC(c1ccccc1)c1c-3[nH]c(=S)[nH]c1=O	6	4
 C/C=C(/C)C(=O)OCc1c(C(C)=O)c(O)c(OC)c2c1[C@@H](C)[C@@H](O)C=C2	4	4
 CC(=O)O[C@H](C)CC(=O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)C[C@@H](C)OC(C)=O)c(O)c1-c1ccc(O)cc1	6	4
 CCn1nnc2c(C)c([C@@H](CC(=O)O)c3ccc4c(c3)CN(C(=O)c3c(C)c(C)cc(C)c3C)CC4)ccc21	6	4
 CCOC(=O)C1C(=O)C=C(c2ccccc2)CC1c1ccccc1	4	3
 CCCCCCCCCCCCCCCCCS(=O)(=O)O/N=C(\N)c1cccnc1	6	3
 COC(=O)[C@@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c(OC)c1	2	3
 CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1	6	4
 Cc1ccc(-c2c[nH]nc2S(=O)(=O)CC2=NCCS2)cc1	2	3
 CCOC(=O)CN(Cc1ccc(F)cc1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2	4	4
 COc1cc(NC(C)CCCNC(=O)NOCc2ccccc2)c2ncccc2c1	4	3
 CC(C)(C)c1cc2c(c(C(C)(C)C)c1O)CC1(CCCCCCC1)O2	6	4
 CC1(C)OCC(C[Se]c2ccccc2)O1	2	3
 CC1=NN(c2ccccc2)C(=O)C1	2	2
 CC(C(=O)NOCc1ccccc1)c1cccc(C(OC(=O)NOCc2ccccc2)c2ccccc2)c1	6	3
 CCCCn1c(CCC)nc2cc([N+](=O)[O-])ccc21	4	2
 Cc1nn(C)c(C)c1C(c1ccc(O)c(Cl)c1)c1c(O)[nH]n(-c2ccccc2)c1=O	4	3
 CC(C(=O)NOCc1ccccc1)c1cccc(C(OC(=O)NOCc2ccccc2)c2ccccc2)c1	6	3
 CC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)c3ccccc3)ccc21	2	2
 Clc1ccc(C(Cl)(Cl)Cl)cc1Cl	6	2
 Cc1ccc(S(=O)(=O)N(CC(=O)Nc2ccc(C)c(C)c2)C(C)C(=O)NC2CCN(C)CC2)cc1	4	3
 COC(=O)CN(C(=O)c1ccc2ccccc2c1)c1ccc(OC)cc1	4	2
 CC(=O)c1c(C)nc(SCC(=O)Nc2ccc(OCc3ccccc3)cc2)n1-c1ccccc1	6	2
 COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O	4	4
 CCCCOc1ccc(C(=O)N(CC)CC)cc1OCCC	4	2
 CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1	4	3
 COc1ccc(CC(=O)c2ccc(O)c(O)c2O)cc1	2	2
 COc1cc(NC(C)CCCNC(=O)NNC(=O)NCCNC(c2ccccc2)(c2ccccc2)c2ccccc2)c2ncccc2c1	6	4
 CC1(C)CCC[C@]2(C)[C@@H]1C[C@H](O)[C@@]13C=C[C@@](CO)(C1)[C@H](O)C[C@@H]23	2	4
 CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O	2	3
 O=C(NC(c1ccccc1)c1cc2ccccc2cc1O)NC(c1ccccc1)c1cc2ccccc2cc1O	6	3
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=C(C)C(C)(C)N(O)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 COc1ccc([C@@H]2CC(=O)c3c(OC)cc(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)cc3O2)cc1O	2	4
 O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	2	4
 COc1cccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)c1OC	4	3
 CCCCC(=O)NO	2	3
 CCOc1ccc2ccccc2c1C1CC(=O)NC1(OC)c1ccc2c(c1)OCCO2	4	4
 CC1(C)CCC[C@]2(C)[C@@H]1C[C@H](O)[C@@]13C=C[C@@](CO)(C1)[C@H](O)C[C@@H]23	2	4
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2	6	4
 C=C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	6	4
 COc1cc(/C=C/C(=O)SSC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O	4	3
 CC(=O)O[C@H]1C=C2C[C@@H](O)CC[C@]2(CO)[C@H]2CC[C@]3(C)[C@@H]([C@H](C)/C=C/CC(C)C)CC[C@H]3[C@H]12	4	4
 Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1	6	2
 COc1ccc(C2=NN(c3ccccc3)C(c3noc(-c4ccc(Cl)cc4)n3)C2)cc1	6	3
 CC(=O)[C@H]1[C@H](Nc2ccc(Cl)cc2)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	6	4
 C=CC(=O)NCCc1ccc2[nH]c(-c3ccccc3)cc2c1	4	2
 Cc1cc(C)cc(OCCCCN2CCC(C(=O)NC3CCCC3)CC2)c1	4	2
 COc1cc(CCCO)ccc1O[C@H](CO)[C@@H](O)c1ccc(O)cc1	2	3
 Cc1ccc(NC(=O)C2CC(=O)N(c3ccc4oc5ccccc5c4c3)C2)cc1	4	3
 CC(C)=CCC/C(C)=C/CCC1(C)CCc2c(c(C)c(O)c(C)c2C(=O)O)O1	6	4
 CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCc3ccccc3C1N2C	4	3
 COc1cc(/C=C/C(=O)/C(OC(C)=O)=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O	4	3
 COc1ccc(C2=NN(c3ccccc3)C(c3noc(-c4ccc(Cl)cc4)n3)C2)cc1	6	3
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2	2	3
 O=C(OCCOC12CC3CC(CC(C3)C1)C2)c1cc(N(O)C2CCCO2)on1	4	4
 Cc1ccc2nc(-c3ccncc3)cc(C(=O)Nc3ccccc3Br)c2c1	6	2
 CC1COC(=O)C(CC(=O)NC2CCS(=O)(=O)C2)CC=CCC(CC(=O)N(CCO)Cc2ccccc2)C(=O)N1	2	4
 CC(C)=CCC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	3
 CC[C@@]12C=C(C(=O)OCCOC(C)=O)n3c4c(c5ccccc53)CCN(CCC1)[C@@H]42	6	4
 CC1=C(O)C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O	6	4
 O=[N+]([O-])c1cc(Cl)cc2c1NCC1C2=NNC1c1ccc(Cl)cc1	4	4
 CC(C)N(Cc1ccccc1)C(=O)c1cccc(NC(=O)c2cccc(C(=O)NC3CCCCC3)n2)c1	6	4
 COC(=O)c1c(Nc2ccc(Cl)cc2)sc(C(=O)c2ccc(OC)cc2)c1C	6	2
 CC(Cc1ccc(O)c(O)c1)C(C)c1ccc(O)c(O)c1	4	3
 CC(C)OC(=O)C(C(=O)C(F)(F)F)c1cc(NS(=O)(=O)c2ccccc2)c2ccccc2c1O	4	3
 CC12CCC3C(CCC4CC(OC(=O)c5ccco5)=C(O)CC43C)C1CCC2O	6	4
 COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O[C@@H](C)[C@H](C)O	4	4
 CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3	4	4
 CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1	4	4
 Cc1c(NC(=O)C2CCCO2)c(=O)n(-c2ccccc2)n1C	2	3
 CC(=CC1CCC(C)C2CCC(C)=C12)C(=O)O	4	4
 COC(=O)[C@]12Cc3c([nH]c4ccccc34)[C@@H](c3cccc([N+](=O)[O-])c3)N1[C@@H]1c3ccccc3OC[C@@H]1C2	6	4
 CC(C(=O)NCCc1ccccc1)c1cccc(C(OC(=O)NCCc2ccccc2)c2ccccc2)c1	6	3
 Cc1cc(NC(=O)C2CCC(=O)N(CCc3ccccc3)C2)ccc1Cl	4	2
 COc1c2cc(c(OC)c1O)Oc1ccc(cc1)CCC(=O)CC/C=C/2	4	4
 COc1ccc(CN(Cc2cccc(OC)c2)c2ccc(N(Cc3ccc(O)cc3)Cc3cccc(O)c3)cc2)cc1	6	2
 COc1cc(C=CC(=O)C=CCC2C(C)CC(OC(C)=O)(C(=O)O)C(O)C2O)ccc1O	2	4
 COc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)c2cccc(NC(=O)c3ccccc3)c2)cc1	6	2
 CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2	6	3
 CC(C)CC(C)CCCCC(=O)O	4	2
 C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1	6	4
 COc1cc(C2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3OC2COC(=O)/C=C/c2ccc(C)cc2)ccc1O	6	4
 CCC(C)(C)n1nnnc1C(O)(c1ccccc1)c1ccc(Cl)cc1	4	3
 COc1cc(NC(C)CCCNC(=O)NNC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c2ncccc2c1	6	3
 CCOc1ccc(C=C(C(=O)/C=C/c2ccc(O)c(OC)c2)C(=O)/C=C/c2ccc(O)c(OC)c2)cc1OCC	6	3
 COc1cc(/C=C/C(=O)N2CCCC2=O)cc(OC)c1OC	2	2
 COc1cc(CCN(CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)CC2=CC(C)(C)NC(C)(C)C2)ccc1C	6	4
 Cc1cc([C@H]2C[C@H]3CC[C@@H]2C3)n(O)c(=O)c1	2	4
 O=c1oc2ccccc2cc1-c1ccc(-c2ccc(F)cc2)cn1	4	2
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)NC2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 CC1(C)O[C@H]2C=C[C@@]3(C[C@H]2O1)OC(C)(C)OC3=O	2	4
 CC(C(=O)NCCc1ccccc1)c1cccc(C(OC(=O)NCCc2ccccc2)c2ccccc2)c1	6	3
 Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2	2	3
 CC(=O)c1cc2cc(-c3ccc(C)cc3)ccc2oc1=O	4	2
 COc1cc(/C=N/Nc2ccc(F)cc2)cc(OC)c1OC	4	2
 CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1	6	3
 CCn1c2ccccc2c2c3c(ccc21)NC(=O)CSC3c1ccc2c(c1)OCO2	6	3
 COc1cccc(C(=O)Nc2nnc(-c3cccnc3)o2)c1	2	2
 Cc1onc(-c2ccccc2)c1-c1ccccc1C(=O)O	4	2
 C/C(=N\N=c1\[nH]c(=O)/c(=C/c2ccncc2)s\c1=C/c1cn(-c2ccccc2)nc1-c1cccs1)c1nc(-c2ccccc2)[nH]c1C	6	3
 COc1cc(NC(C)CCCNC(=O)Nc2ccc(C(F)(F)F)cc2)c2ncccc2c1	6	3
 O=[N+]([O-])c1ccccc1S(=O)(=O)NC1CC2CCC1C2	2	4
 Cc1ccc(C)c(Cn2c(N3CCN(C)CC3)nc3c2c(=O)[nH]c(=O)n3C)c1	2	3
 COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C13C2C(P(=O)(OC)OC)=C(C)N3NC(=O)OC(C)(C)C)OCO4	6	4
 CC12CCC(CC1=O)C2(C)C	2	4
 COc1ccc(C2=NN(c3ccccc3)C(c3noc(-c4ccc(Cl)cc4)n3)C2)cc1	6	3
 CCCCOc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1OCC	4	2
 Cc1ccc(C(=O)c2sc(Nc3ccc(Cl)cc3)c(C(=O)O)c2C)cc1	6	2
 COc1cccc(NS(=O)(=O)c2cc(-c3cc4cc(C)ccc4[nH]3)ccc2OC)c1	6	2
 CC(C)NC(=O)c1csc(Nc2ccc(OCC(F)(F)F)cc2)n1	4	2
 CCOC(=O)C1=C(C)N(CCCCCC(=O)OC)C(=O)NC1c1cc(Cl)c(Cl)cc1Cl	6	3
 CC(=O)OCc1ccc2c(c1)OCO2	2	2
 C/C(=N\N=C1\N=C(c2cc3ccccc3oc2=O)CS1)c1nc(-c2ccccc2)[nH]c1C	4	3
 COc1ccc2[nH]cc(C(=O)/C(C#N)=C/C=C(\Cl)c3cc(OC)c(OC)c(OC)c3)c2c1	6	3
 COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O	4	4
 CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1	4	2
 CCOC(=O)C1=C(C)N(c2cccc([N+](=O)[O-])c2)C(C)=C(C(=O)OCC)C1c1ccc2c(c1)OCO2	6	3
 CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C	2	4
 CSc1ccc(/C=C/C(=O)c2ccc(Cl)cc2Cl)cc1	6	2
 Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1	2	3
 O=C1c2c(O)cc(O)c([C@@H]3C(=O)c4c(O)cc(O)cc4O[C@H]3c3ccc(O)cc3O)c2O[C@H](c2ccc(O)c(O)c2)[C@H]1O	2	4
 CCOC(=O)n1c(C(=O)Nc2cc(Cl)ccc2OC)cc2ccccc21	4	2
 CC(=O)Nc1ccc(NC(=O)c2c(C)c(-c3ccccc3)nc3ccccc23)cc1	6	2
 COc1ccc(-c2oc3ccccc3c2C(=O)C(=O)N2CCCCCC2)cc1	4	2
 CC(C)C(Sc1ncnc2[nH]ncc12)C(=O)Nc1ccncc1	2	3
 CC(C)C(C)(C#N)NC(=O)COC(=O)C(C)(C)CNC(=O)c1cc(Cl)cc(Cl)c1	2	3
 CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	4	4
 CSc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1	4	2
 CC1(C)OCC(C[Te]c2ccccc2)O1	2	4
 CC(=O)C1(O)CCC2C3C=C(F)C4=CC(=O)C5CC5C4(C)C3CCC21C	2	4
 CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1	6	3
 CC1=NN(C(=O)n2c(=O)c3ccccc3c3c4cc(C)ccc4[nH]c32)C(=O)C1	4	3
 CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1	4	3
 CC(=O)c1sc2nc(-c3ccc(F)cc3)cc(C)c2c1N	4	2
 COc1ccc(/C=C2/C(=O)c3cccn3C2c2ccc(O)c(OC)c2)cc1O	4	3
 CC1C=CC(CO)c2c(O)c3c(c(O)c21)C(C)(C)C=CC3=O	4	4
 Cc1ccc(S(=O)(=O)Nc2cc(C(C(=O)OC(C)C)C(=O)C(F)(F)F)c(O)c3ccccc23)c(C)c1	6	3
 CNC(=O)ON=CC(C)(C)SC	2	4
 COc1cc(NC(C)CCCNC(=O)NNC(=O)Nc2ccc(Br)cc2)c2ncccc2c1	6	3
 COC(=O)C1=C(c2ccc3ncn(C)c3c2)CC2CCC1N2C(=O)N1CCCCC1	4	4
 CCC(=O)N1C2(C)CCC1(C(=O)NCc1ccc(Cl)cc1)CC2=O	2	4
 CC1=CCn2c(nnc2-c2ccc(Cl)cc2)C1	6	2
 COc1cccc(C(=O)Nc2ccc3nc(-c4ccc(N)cc4)[nH]c3c2)c1	4	2
 CCOC(=O)C1C(=O)C=C(c2ccccc2)CC1c1ccc(OC)c(OC)c1	4	3
 O=C(O)C1CCCCC1C(=O)N1CCc2ccccc2C1CN1C(=O)C2CCCCC2C1=O	2	4
 COc1ccc(/C=C/C(=O)N2CCCC2=O)cc1	2	2
 CCOC(=O)C1=C(C[Se]C(C)=O)NC(=O)NC1c1ccccc1	2	3
 CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C	4	3
 O=C1c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N1C1C=CC(O)C1	4	4
 Clc1ccc(C2=NN(c3ncc(Br)cn3)[C@@H](c3ccc(Cl)cc3)C2)cc1	6	3
 COc1cc(NC(C)CCCNC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c2ncccc2c1	6	3
 COC(=O)c1cc(N(C)Cc2ccccc2)c2c(N3CCN(c4ccccn4)CC3)c(C(=O)OC)sc2n1	4	3
 COC(=O)C1=NNc2cc(-c3ccccc3)nn2C1(O)C(F)(F)C(F)(F)F	2	4
 Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1	6	2
 CCCCC1CCC(c2ccccc2O)CC1	4	2
 O=c1c2cc(O)ccc2[se]n1-c1ccc2cccc(O)c2n1	2	4
 O=C1OC(c2cc(O)cc(O)c2)C(c2ccc(O)cc2)=C1O	2	3
 CCCCCCOc1cc(OC)c(Br)cc1C(C)=O	6	2
 CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	4
 CC(C)=CC(O)C/C(C)=C/CC/C(C)=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	4
 ClC1=C(Cl)C2(Cl)C3C4C=CC(CC4)C3C1(Cl)C2(Cl)Cl	4	4
 CC1(C)C2(C(=O)NCCc3ccc(S(N)(=O)=O)cc3)CCC1(c1ccccc1)C(=O)C2=O	2	4
 Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2	6	4
 COc1ccc(C2CC(c3ccc(C)cc3)=Cc3n[nH]c(O)c32)cc1	4	3
 CC(=O)NCCn1ccc2c(OCc3ccccc3)cccc2c1=O	2	2
 Cc1ccc(O)c(-n2nc3ccccc3n2)c1	2	2
 COc1cccc(-c2ccc3nc(C)c(Cc4ccccc4C)n3c2)c1	6	2
 COc1cc(NC(C)CCCNC(=O)Nc2ccc(C(F)(F)F)cc2)c2ncccc2c1	6	3
 CC1=NN(C)C(=O)C1N=Nc1cc(S(N)(=O)=O)ccc1Oc1ccccc1Cl	2	3
